Código región,Región,Código provincia,Provincia,Codigo comuna,Comuna,País o continente de nacimiento,Inmigrantes internacionales
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,Otros países de América Central y El Caribe,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,América del Norte,0
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,Europa,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,Asia,0
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,África,0
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,Oceanía,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,País de nacimiento no declarado,0
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Total nacidos fuera del país,91
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Argentina,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Bolivia (Estado Plurinacional de),*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Colombia,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Haití,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Perú,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Venezuela (República Bolivariana de),*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Otros países de América del Sur,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Otros países de América Central y El Caribe,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,América del Norte,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Europa,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Asia,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,África,0
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,Oceanía,0
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,País de nacimiento no declarado,0
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Total nacidos fuera del país,2.385
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Argentina,101
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Bolivia (Estado Plurinacional de),229
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Colombia,206
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Haití,237
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Perú,99
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Venezuela (República Bolivariana de),1.298
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Otros países de América del Sur,93
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Otros países de América Central y El Caribe,57
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,América del Norte,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Europa,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Asia,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,África,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,Oceanía,*
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,País de nacimiento no declarado,1
7,Maule,71,Talca,7101,Talca,Total nacidos fuera del país,15.844
7,Maule,71,Talca,7101,Talca,Argentina,520
7,Maule,71,Talca,7101,Talca,Bolivia (Estado Plurinacional de),202
7,Maule,71,Talca,7101,Talca,Colombia,1.321
7,Maule,71,Talca,7101,Talca,Haití,961
7,Maule,71,Talca,7101,Talca,Perú,474
7,Maule,71,Talca,7101,Talca,Venezuela (República Bolivariana de),10.738
7,Maule,71,Talca,7101,Talca,Otros países de América del Sur,572
7,Maule,71,Talca,7101,Talca,Otros países de América Central y El Caribe,486
7,Maule,71,Talca,7101,Talca,América del Norte,98
7,Maule,71,Talca,7101,Talca,Europa,313
7,Maule,71,Talca,7101,Talca,Asia,123
7,Maule,71,Talca,7101,Talca,África,*
7,Maule,71,Talca,7101,Talca,Oceanía,*
7,Maule,71,Talca,7101,Talca,País de nacimiento no declarado,15
7,Maule,71,Talca,7102,Constitución,Total nacidos fuera del país,1.315
7,Maule,71,Talca,7102,Constitución,Argentina,*
7,Maule,71,Talca,7102,Constitución,Bolivia (Estado Plurinacional de),*
7,Maule,71,Talca,7102,Constitución,Colombia,91
7,Maule,71,Talca,7102,Constitución,Haití,100
7,Maule,71,Talca,7102,Constitución,Perú,174
7,Maule,71,Talca,7102,Constitución,Venezuela (República Bolivariana de),761
7,Maule,71,Talca,7102,Constitución,Otros países de América del Sur,62
7,Maule,71,Talca,7102,Constitución,Otros países de América Central y El Caribe,*
7,Maule,71,Talca,7102,Constitución,América del Norte,*
7,Maule,71,Talca,7102,Constitución,Europa,*
7,Maule,71,Talca,7102,Constitución,Asia,*
7,Maule,71,Talca,7102,Constitución,África,0
7,Maule,71,Talca,7102,Constitución,Oceanía,*
7,Maule,71,Talca,7102,Constitución,País de nacimiento no declarado,5
7,Maule,71,Talca,7103,Curepto,Total nacidos fuera del país,58
7,Maule,71,Talca,7103,Curepto,Argentina,*
7,Maule,71,Talca,7103,Curepto,Bolivia (Estado Plurinacional de),*
7,Maule,71,Talca,7103,Curepto,Colombia,*
7,Maule,71,Talca,7103,Curepto,Haití,*
7,Maule,71,Talca,7103,Curepto,Perú,*
7,Maule,71,Talca,7103,Curepto,Venezuela (República Bolivariana de),*
7,Maule,71,Talca,7103,Curepto,Otros países de América del Sur,*
7,Maule,71,Talca,7103,Curepto,Otros países de América Central y El Caribe,*
7,Maule,71,Talca,7103,Curepto,América del Norte,0
7,Maule,71,Talca,7103,Curepto,Europa,*
7,Maule,71,Talca,7103,Curepto,Asia,*
7,Maule,71,Talca,7103,Curepto,África,*
7,Maule,71,Talca,7103,Curepto,Oceanía,0
7,Maule,71,Talca,7103,Curepto,País de nacimiento no declarado,0
7,Maule,71,Talca,7104,Empedrado,Total nacidos fuera del país,*
7,Maule,71,Talca,7104,Empedrado,Argentina,*
7,Maule,71,Talca,7104,Empedrado,Bolivia (Estado Plurinacional de),0
7,Maule,71,Talca,7104,Empedrado,Colombia,*
7,Maule,71,Talca,7104,Empedrado,Haití,*
7,Maule,71,Talca,7104,Empedrado,Perú,*
7,Maule,71,Talca,7104,Empedrado,Venezuela (República Bolivariana de),*
7,Maule,71,Talca,7104,Empedrado,Otros países de América del Sur,0
7,Maule,71,Talca,7104,Empedrado,Otros países de América Central y El Caribe,*
7,Maule,71,Talca,7104,Empedrado,América del Norte,0
7,Maule,71,Talca,7104,Empedrado,Europa,*
7,Maule,71,Talca,7104,Empedrado,Asia,*
7,Maule,71,Talca,7104,Empedrado,África,0
7,Maule,71,Talca,7104,Empedrado,Oceanía,0
7,Maule,71,Talca,7104,Empedrado,País de nacimiento no declarado,0
7,Maule,71,Talca,7105,Maule,Total nacidos fuera del país,2.683
7,Maule,71,Talca,7105,Maule,Argentina,138
7,Maule,71,Talca,7105,Maule,Bolivia (Estado Plurinacional de),*
7,Maule,71,Talca,7105,Maule,Colombia,240
7,Maule,71,Talca,7105,Maule,Haití,185
7,Maule,71,Talca,7105,Maule,Perú,70
7,Maule,71,Talca,7105,Maule,Venezuela (República Bolivariana de),1.761
7,Maule,71,Talca,7105,Maule,Otros países de América del Sur,109
7,Maule,71,Talca,7105,Maule,Otros países de América Central y El Caribe,81
7,Maule,71,Talca,7105,Maule,América del Norte,*
7,Maule,71,Talca,7105,Maule,Europa,*
7,Maule,71,Talca,7105,Maule,Asia,*
7,Maule,71,Talca,7105,Maule,África,*
7,Maule,71,Talca,7105,Maule,Oceanía,*
7,Maule,71,Talca,7105,Maule,País de nacimiento no declarado,2
7,Maule,71,Talca,7106,Pelarco,Total nacidos fuera del país,145
7,Maule,71,Talca,7106,Pelarco,Argentina,*
7,Maule,71,Talca,7106,Pelarco,Bolivia (Estado Plurinacional de),*
7,Maule,71,Talca,7106,Pelarco,Colombia,*
7,Maule,71,Talca,7106,Pelarco,Haití,*
7,Maule,71,Talca,7106,Pelarco,Perú,*
7,Maule,71,Talca,7106,Pelarco,Venezuela (República Bolivariana de),*
7,Maule,71,Talca,7106,Pelarco,Otros países de América del Sur,*
7,Maule,71,Talca,7106,Pelarco,Otros países de América Central y El Caribe,*
7,Maule,71,Talca,7106,Pelarco,América del Norte,0
7,Maule,71,Talca,7106,Pelarco,Europa,*
7,Maule,71,Talca,7106,Pelarco,Asia,*
7,Maule,71,Talca,7106,Pelarco,África,0
7,Maule,71,Talca,7106,Pelarco,Oceanía,0
7,Maule,71,Talca,7106,Pelarco,País de nacimiento no declarado,0
7,Maule,71,Talca,7107,Pencahue,Total nacidos fuera del país,210
7,Maule,71,Talca,7107,Pencahue,Argentina,*
7,Maule,71,Talca,7107,Pencahue,Bolivia (Estado Plurinacional de),79
7,Maule,71,Talca,7107,Pencahue,Colombia,*
7,Maule,71,Talca,7107,Pencahue,Haití,*
7,Maule,71,Talca,7107,Pencahue,Perú,*
7,Maule,71,Talca,7107,Pencahue,Venezuela (República Bolivariana de),*
7,Maule,71,Talca,7107,Pencahue,Otros países de América del Sur,*
7,Maule,71,Talca,7107,Pencahue,Otros países de América Central y El Caribe,*
7,Maule,71,Talca,7107,Pencahue,América del Norte,*
7,Maule,71,Talca,7107,Pencahue,Europa,*
7,Maule,71,Talca,7107,Pencahue,Asia,*
7,Maule,71,Talca,7107,Pencahue,África,*
7,Maule,71,Talca,7107,Pencahue,Oceanía,*
7,Maule,71,Talca,7107,Pencahue,País de nacimiento no declarado,0
7,Maule,71,Talca,7108,Río Claro,Total nacidos fuera del país,194
7,Maule,71,Talca,7108,Río Claro,Argentina,*
7,Maule,71,Talca,7108,Río Claro,Bolivia (Estado Plurinacional de),*
7,Maule,71,Talca,7108,Río Claro,Colombia,*
7,Maule,71,Talca,7108,Río Claro,Haití,*
7,Maule,71,Talca,7108,Río Claro,Perú,*
7,Maule,71,Talca,7108,Río Claro,Venezuela (República Bolivariana de),95
7,Maule,71,Talca,7108,Río Claro,Otros países de América del Sur,*
7,Maule,71,Talca,7108,Río Claro,Otros países de América Central y El Caribe,*
7,Maule,71,Talca,7108,Río Claro,América del Norte,*
7,Maule,71,Talca,7108,Río Claro,Europa,*
7,Maule,71,Talca,7108,Río Claro,Asia,*
7,Maule,71,Talca,7108,Río Claro,África,*
7,Maule,71,Talca,7108,Río Claro,Oceanía,*
7,Maule,71,Talca,7108,Río Claro,País de nacimiento no declarado,0
7,Maule,71,Talca,7109,San Clemente,Total nacidos fuera del país,912
7,Maule,71,Talca,7109,San Clemente,Argentina,107
7,Maule,71,Talca,7109,San Clemente,Bolivia (Estado Plurinacional de),157
7,Maule,71,Talca,7109,San Clemente,Colombia,67
7,Maule,71,Talca,7109,San Clemente,Haití,158
7,Maule,71,Talca,7109,San Clemente,Perú,*
7,Maule,71,Talca,7109,San Clemente,Venezuela (República Bolivariana de),278
7,Maule,71,Talca,7109,San Clemente,Otros países de América del Sur,*
7,Maule,71,Talca,7109,San Clemente,Otros países de América Central y El Caribe,*
7,Maule,71,Talca,7109,San Clemente,América del Norte,*
7,Maule,71,Talca,7109,San Clemente,Europa,*
7,Maule,71,Talca,7109,San Clemente,Asia,*
7,Maule,71,Talca,7109,San Clemente,África,*
7,Maule,71,Talca,7109,San Clemente,Oceanía,0
7,Maule,71,Talca,7109,San Clemente,País de nacimiento no declarado,1
7,Maule,71,Talca,7110,San Rafael,Total nacidos fuera del país,174
7,Maule,71,Talca,7110,San Rafael,Argentina,*
7,Maule,71,Talca,7110,San Rafael,Bolivia (Estado Plurinacional de),*
7,Maule,71,Talca,7110,San Rafael,Colombia,*
7,Maule,71,Talca,7110,San Rafael,Haití,*
7,Maule,71,Talca,7110,San Rafael,Perú,*
7,Maule,71,Talca,7110,San Rafael,Venezuela (República Bolivariana de),75
7,Maule,71,Talca,7110,San Rafael,Otros países de América del Sur,*
7,Maule,71,Talca,7110,San Rafael,Otros países de América Central y El Caribe,*
7,Maule,71,Talca,7110,San Rafael,América del Norte,*
7,Maule,71,Talca,7110,San Rafael,Europa,*
7,Maule,71,Talca,7110,San Rafael,Asia,*
7,Maule,71,Talca,7110,San Rafael,África,0
7,Maule,71,Talca,7110,San Rafael,Oceanía,0
7,Maule,71,Talca,7110,San Rafael,País de nacimiento no declarado,1
7,Maule,72,Cauquenes,7201,Cauquenes,Total nacidos fuera del país,592
7,Maule,72,Cauquenes,7201,Cauquenes,Argentina,*
7,Maule,72,Cauquenes,7201,Cauquenes,Bolivia (Estado Plurinacional de),*
7,Maule,72,Cauquenes,7201,Cauquenes,Colombia,71
7,Maule,72,Cauquenes,7201,Cauquenes,Haití,*
7,Maule,72,Cauquenes,7201,Cauquenes,Perú,66
7,Maule,72,Cauquenes,7201,Cauquenes,Venezuela (República Bolivariana de),259
7,Maule,72,Cauquenes,7201,Cauquenes,Otros países de América del Sur,*
7,Maule,72,Cauquenes,7201,Cauquenes,Otros países de América Central y El Caribe,*
7,Maule,72,Cauquenes,7201,Cauquenes,América del Norte,*
7,Maule,72,Cauquenes,7201,Cauquenes,Europa,*
7,Maule,72,Cauquenes,7201,Cauquenes,Asia,*
7,Maule,72,Cauquenes,7201,Cauquenes,África,0
7,Maule,72,Cauquenes,7201,Cauquenes,Oceanía,*
7,Maule,72,Cauquenes,7201,Cauquenes,País de nacimiento no declarado,0
7,Maule,72,Cauquenes,7202,Chanco,Total nacidos fuera del país,176
7,Maule,72,Cauquenes,7202,Chanco,Argentina,*
7,Maule,72,Cauquenes,7202,Chanco,Bolivia (Estado Plurinacional de),54
7,Maule,72,Cauquenes,7202,Chanco,Colombia,*
7,Maule,72,Cauquenes,7202,Chanco,Haití,51
7,Maule,72,Cauquenes,7202,Chanco,Perú,*
7,Maule,72,Cauquenes,7202,Chanco,Venezuela (República Bolivariana de),*
7,Maule,72,Cauquenes,7202,Chanco,Otros países de América del Sur,*
7,Maule,72,Cauquenes,7202,Chanco,Otros países de América Central y El Caribe,*
7,Maule,72,Cauquenes,7202,Chanco,América del Norte,0
7,Maule,72,Cauquenes,7202,Chanco,Europa,*
7,Maule,72,Cauquenes,7202,Chanco,Asia,0
7,Maule,72,Cauquenes,7202,Chanco,África,0
7,Maule,72,Cauquenes,7202,Chanco,Oceanía,0
7,Maule,72,Cauquenes,7202,Chanco,País de nacimiento no declarado,1
7,Maule,72,Cauquenes,7203,Pelluhue,Total nacidos fuera del país,217
7,Maule,72,Cauquenes,7203,Pelluhue,Argentina,*
7,Maule,72,Cauquenes,7203,Pelluhue,Bolivia (Estado Plurinacional de),0
7,Maule,72,Cauquenes,7203,Pelluhue,Colombia,*
7,Maule,72,Cauquenes,7203,Pelluhue,Haití,*
7,Maule,72,Cauquenes,7203,Pelluhue,Perú,*
7,Maule,72,Cauquenes,7203,Pelluhue,Venezuela (República Bolivariana de),114
7,Maule,72,Cauquenes,7203,Pelluhue,Otros países de América del Sur,*
7,Maule,72,Cauquenes,7203,Pelluhue,Otros países de América Central y El Caribe,*
7,Maule,72,Cauquenes,7203,Pelluhue,América del Norte,*
7,Maule,72,Cauquenes,7203,Pelluhue,Europa,*
7,Maule,72,Cauquenes,7203,Pelluhue,Asia,*
7,Maule,72,Cauquenes,7203,Pelluhue,África,0
7,Maule,72,Cauquenes,7203,Pelluhue,Oceanía,*
7,Maule,72,Cauquenes,7203,Pelluhue,País de nacimiento no declarado,1
7,Maule,73,Curicó,7301,Curicó,Total nacidos fuera del país,10.601
7,Maule,73,Curicó,7301,Curicó,Argentina,427
7,Maule,73,Curicó,7301,Curicó,Bolivia (Estado Plurinacional de),190
7,Maule,73,Curicó,7301,Curicó,Colombia,794
7,Maule,73,Curicó,7301,Curicó,Haití,1.555
7,Maule,73,Curicó,7301,Curicó,Perú,276
7,Maule,73,Curicó,7301,Curicó,Venezuela (República Bolivariana de),6.394
7,Maule,73,Curicó,7301,Curicó,Otros países de América del Sur,472
7,Maule,73,Curicó,7301,Curicó,Otros países de América Central y El Caribe,163
7,Maule,73,Curicó,7301,Curicó,América del Norte,52
7,Maule,73,Curicó,7301,Curicó,Europa,187
7,Maule,73,Curicó,7301,Curicó,Asia,76
7,Maule,73,Curicó,7301,Curicó,África,*
7,Maule,73,Curicó,7301,Curicó,Oceanía,*
7,Maule,73,Curicó,7301,Curicó,País de nacimiento no declarado,7
7,Maule,73,Curicó,7302,Hualañé,Total nacidos fuera del país,234
7,Maule,73,Curicó,7302,Hualañé,Argentina,*
7,Maule,73,Curicó,7302,Hualañé,Bolivia (Estado Plurinacional de),*
7,Maule,73,Curicó,7302,Hualañé,Colombia,*
7,Maule,73,Curicó,7302,Hualañé,Haití,*
7,Maule,73,Curicó,7302,Hualañé,Perú,*
7,Maule,73,Curicó,7302,Hualañé,Venezuela (República Bolivariana de),116
7,Maule,73,Curicó,7302,Hualañé,Otros países de América del Sur,*
7,Maule,73,Curicó,7302,Hualañé,Otros países de América Central y El Caribe,*
7,Maule,73,Curicó,7302,Hualañé,América del Norte,*
7,Maule,73,Curicó,7302,Hualañé,Europa,*
7,Maule,73,Curicó,7302,Hualañé,Asia,0
7,Maule,73,Curicó,7302,Hualañé,África,0
7,Maule,73,Curicó,7302,Hualañé,Oceanía,0
7,Maule,73,Curicó,7302,Hualañé,País de nacimiento no declarado,0
7,Maule,73,Curicó,7303,Licantén,Total nacidos fuera del país,152
7,Maule,73,Curicó,7303,Licantén,Argentina,*
7,Maule,73,Curicó,7303,Licantén,Bolivia (Estado Plurinacional de),*
7,Maule,73,Curicó,7303,Licantén,Colombia,*
7,Maule,73,Curicó,7303,Licantén,Haití,*
7,Maule,73,Curicó,7303,Licantén,Perú,*
7,Maule,73,Curicó,7303,Licantén,Venezuela (República Bolivariana de),87
7,Maule,73,Curicó,7303,Licantén,Otros países de América del Sur,*
7,Maule,73,Curicó,7303,Licantén,Otros países de América Central y El Caribe,*
7,Maule,73,Curicó,7303,Licantén,América del Norte,0
7,Maule,73,Curicó,7303,Licantén,Europa,*
7,Maule,73,Curicó,7303,Licantén,Asia,*
7,Maule,73,Curicó,7303,Licantén,África,0
7,Maule,73,Curicó,7303,Licantén,Oceanía,0
7,Maule,73,Curicó,7303,Licantén,País de nacimiento no declarado,0
7,Maule,73,Curicó,7304,Molina,Total nacidos fuera del país,1.632
7,Maule,73,Curicó,7304,Molina,Argentina,69
7,Maule,73,Curicó,7304,Molina,Bolivia (Estado Plurinacional de),474
7,Maule,73,Curicó,7304,Molina,Colombia,123
7,Maule,73,Curicó,7304,Molina,Haití,198
7,Maule,73,Curicó,7304,Molina,Perú,*
7,Maule,73,Curicó,7304,Molina,Venezuela (República Bolivariana de),551
7,Maule,73,Curicó,7304,Molina,Otros países de América del Sur,60
7,Maule,73,Curicó,7304,Molina,Otros países de América Central y El Caribe,69
7,Maule,73,Curicó,7304,Molina,América del Norte,*
7,Maule,73,Curicó,7304,Molina,Europa,*
7,Maule,73,Curicó,7304,Molina,Asia,*
7,Maule,73,Curicó,7304,Molina,África,*
7,Maule,73,Curicó,7304,Molina,Oceanía,0
7,Maule,73,Curicó,7304,Molina,País de nacimiento no declarado,0
7,Maule,73,Curicó,7305,Rauco,Total nacidos fuera del país,205
7,Maule,73,Curicó,7305,Rauco,Argentina,*
7,Maule,73,Curicó,7305,Rauco,Bolivia (Estado Plurinacional de),*
7,Maule,73,Curicó,7305,Rauco,Colombia,*
7,Maule,73,Curicó,7305,Rauco,Haití,56
7,Maule,73,Curicó,7305,Rauco,Perú,*
7,Maule,73,Curicó,7305,Rauco,Venezuela (República Bolivariana de),62
7,Maule,73,Curicó,7305,Rauco,Otros países de América del Sur,*
7,Maule,73,Curicó,7305,Rauco,Otros países de América Central y El Caribe,0
7,Maule,73,Curicó,7305,Rauco,América del Norte,0
7,Maule,73,Curicó,7305,Rauco,Europa,*
7,Maule,73,Curicó,7305,Rauco,Asia,*
7,Maule,73,Curicó,7305,Rauco,África,0
7,Maule,73,Curicó,7305,Rauco,Oceanía,0
7,Maule,73,Curicó,7305,Rauco,País de nacimiento no declarado,2
7,Maule,73,Curicó,7306,Romeral,Total nacidos fuera del país,535
7,Maule,73,Curicó,7306,Romeral,Argentina,*
7,Maule,73,Curicó,7306,Romeral,Bolivia (Estado Plurinacional de),83
7,Maule,73,Curicó,7306,Romeral,Colombia,*
7,Maule,73,Curicó,7306,Romeral,Haití,66
7,Maule,73,Curicó,7306,Romeral,Perú,*
7,Maule,73,Curicó,7306,Romeral,Venezuela (República Bolivariana de),215
7,Maule,73,Curicó,7306,Romeral,Otros países de América del Sur,*
7,Maule,73,Curicó,7306,Romeral,Otros países de América Central y El Caribe,*
7,Maule,73,Curicó,7306,Romeral,América del Norte,*
7,Maule,73,Curicó,7306,Romeral,Europa,*
7,Maule,73,Curicó,7306,Romeral,Asia,*
7,Maule,73,Curicó,7306,Romeral,África,0
7,Maule,73,Curicó,7306,Romeral,Oceanía,0
7,Maule,73,Curicó,7306,Romeral,País de nacimiento no declarado,0
7,Maule,73,Curicó,7307,Sagrada Familia,Total nacidos fuera del país,336
7,Maule,73,Curicó,7307,Sagrada Familia,Argentina,*
7,Maule,73,Curicó,7307,Sagrada Familia,Bolivia (Estado Plurinacional de),*
7,Maule,73,Curicó,7307,Sagrada Familia,Colombia,*
7,Maule,73,Curicó,7307,Sagrada Familia,Haití,91
7,Maule,73,Curicó,7307,Sagrada Familia,Perú,*
7,Maule,73,Curicó,7307,Sagrada Familia,Venezuela (República Bolivariana de),87
7,Maule,73,Curicó,7307,Sagrada Familia,Otros países de América del Sur,*
7,Maule,73,Curicó,7307,Sagrada Familia,Otros países de América Central y El Caribe,*
7,Maule,73,Curicó,7307,Sagrada Familia,América del Norte,0
7,Maule,73,Curicó,7307,Sagrada Familia,Europa,*
7,Maule,73,Curicó,7307,Sagrada Familia,Asia,*
7,Maule,73,Curicó,7307,Sagrada Familia,África,0
7,Maule,73,Curicó,7307,Sagrada Familia,Oceanía,0
7,Maule,73,Curicó,7307,Sagrada Familia,País de nacimiento no declarado,0
7,Maule,73,Curicó,7308,Teno,Total nacidos fuera del país,617
7,Maule,73,Curicó,7308,Teno,Argentina,*
7,Maule,73,Curicó,7308,Teno,Bolivia (Estado Plurinacional de),82
7,Maule,73,Curicó,7308,Teno,Colombia,65
7,Maule,73,Curicó,7308,Teno,Haití,98
7,Maule,73,Curicó,7308,Teno,Perú,*
7,Maule,73,Curicó,7308,Teno,Venezuela (República Bolivariana de),254
7,Maule,73,Curicó,7308,Teno,Otros países de América del Sur,*
7,Maule,73,Curicó,7308,Teno,Otros países de América Central y El Caribe,*
7,Maule,73,Curicó,7308,Teno,América del Norte,*
7,Maule,73,Curicó,7308,Teno,Europa,*
7,Maule,73,Curicó,7308,Teno,Asia,*
7,Maule,73,Curicó,7308,Teno,África,0
7,Maule,73,Curicó,7308,Teno,Oceanía,0
7,Maule,73,Curicó,7308,Teno,País de nacimiento no declarado,0
7,Maule,73,Curicó,7309,Vichuquén,Total nacidos fuera del país,141
7,Maule,73,Curicó,7309,Vichuquén,Argentina,*
7,Maule,73,Curicó,7309,Vichuquén,Bolivia (Estado Plurinacional de),*
7,Maule,73,Curicó,7309,Vichuquén,Colombia,*
7,Maule,73,Curicó,7309,Vichuquén,Haití,*
7,Maule,73,Curicó,7309,Vichuquén,Perú,*
7,Maule,73,Curicó,7309,Vichuquén,Venezuela (República Bolivariana de),76
7,Maule,73,Curicó,7309,Vichuquén,Otros países de América del Sur,*
7,Maule,73,Curicó,7309,Vichuquén,Otros países de América Central y El Caribe,*
7,Maule,73,Curicó,7309,Vichuquén,América del Norte,*
7,Maule,73,Curicó,7309,Vichuquén,Europa,*
7,Maule,73,Curicó,7309,Vichuquén,Asia,0
7,Maule,73,Curicó,7309,Vichuquén,África,*
7,Maule,73,Curicó,7309,Vichuquén,Oceanía,0
7,Maule,73,Curicó,7309,Vichuquén,País de nacimiento no declarado,0
7,Maule,74,Linares,7401,Linares,Total nacidos fuera del país,2.354
7,Maule,74,Linares,7401,Linares,Argentina,150
7,Maule,74,Linares,7401,Linares,Bolivia (Estado Plurinacional de),147
7,Maule,74,Linares,7401,Linares,Colombia,291
7,Maule,74,Linares,7401,Linares,Haití,210
7,Maule,74,Linares,7401,Linares,Perú,130
7,Maule,74,Linares,7401,Linares,Venezuela (República Bolivariana de),1.038
7,Maule,74,Linares,7401,Linares,Otros países de América del Sur,181
7,Maule,74,Linares,7401,Linares,Otros países de América Central y El Caribe,67
7,Maule,74,Linares,7401,Linares,América del Norte,*
7,Maule,74,Linares,7401,Linares,Europa,63
7,Maule,74,Linares,7401,Linares,Asia,*
7,Maule,74,Linares,7401,Linares,África,*
7,Maule,74,Linares,7401,Linares,Oceanía,*
7,Maule,74,Linares,7401,Linares,País de nacimiento no declarado,6
7,Maule,74,Linares,7402,Colbún,Total nacidos fuera del país,253
7,Maule,74,Linares,7402,Colbún,Argentina,*
7,Maule,74,Linares,7402,Colbún,Bolivia (Estado Plurinacional de),*
7,Maule,74,Linares,7402,Colbún,Colombia,*
7,Maule,74,Linares,7402,Colbún,Haití,*
7,Maule,74,Linares,7402,Colbún,Perú,*
7,Maule,74,Linares,7402,Colbún,Venezuela (República Bolivariana de),68
7,Maule,74,Linares,7402,Colbún,Otros países de América del Sur,*
7,Maule,74,Linares,7402,Colbún,Otros países de América Central y El Caribe,*
7,Maule,74,Linares,7402,Colbún,América del Norte,*
7,Maule,74,Linares,7402,Colbún,Europa,*
7,Maule,74,Linares,7402,Colbún,Asia,*
7,Maule,74,Linares,7402,Colbún,África,*
7,Maule,74,Linares,7402,Colbún,Oceanía,*
7,Maule,74,Linares,7402,Colbún,País de nacimiento no declarado,1
7,Maule,74,Linares,7403,Longaví,Total nacidos fuera del país,447
7,Maule,74,Linares,7403,Longaví,Argentina,*
7,Maule,74,Linares,7403,Longaví,Bolivia (Estado Plurinacional de),94
7,Maule,74,Linares,7403,Longaví,Colombia,*
7,Maule,74,Linares,7403,Longaví,Haití,170
7,Maule,74,Linares,7403,Longaví,Perú,*
7,Maule,74,Linares,7403,Longaví,Venezuela (República Bolivariana de),56
7,Maule,74,Linares,7403,Longaví,Otros países de América del Sur,*
7,Maule,74,Linares,7403,Longaví,Otros países de América Central y El Caribe,*
7,Maule,74,Linares,7403,Longaví,América del Norte,0
7,Maule,74,Linares,7403,Longaví,Europa,*
7,Maule,74,Linares,7403,Longaví,Asia,*
7,Maule,74,Linares,7403,Longaví,África,*
7,Maule,74,Linares,7403,Longaví,Oceanía,*
7,Maule,74,Linares,7403,Longaví,País de nacimiento no declarado,0
7,Maule,74,Linares,7404,Parral,Total nacidos fuera del país,840
7,Maule,74,Linares,7404,Parral,Argentina,*
7,Maule,74,Linares,7404,Parral,Bolivia (Estado Plurinacional de),55
7,Maule,74,Linares,7404,Parral,Colombia,133
7,Maule,74,Linares,7404,Parral,Haití,74
7,Maule,74,Linares,7404,Parral,Perú,108
7,Maule,74,Linares,7404,Parral,Venezuela (República Bolivariana de),230
7,Maule,74,Linares,7404,Parral,Otros países de América del Sur,77
7,Maule,74,Linares,7404,Parral,Otros países de América Central y El Caribe,*
7,Maule,74,Linares,7404,Parral,América del Norte,*
7,Maule,74,Linares,7404,Parral,Europa,64
7,Maule,74,Linares,7404,Parral,Asia,*
7,Maule,74,Linares,7404,Parral,África,*
7,Maule,74,Linares,7404,Parral,Oceanía,0
7,Maule,74,Linares,7404,Parral,País de nacimiento no declarado,1
